week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2024-01-01,BEV002,STR017,South,367,12485.34,True,Display Feature,0.19
2024-01-01,BEV002,STR018,North,90,3780.0,False,,0.0
2024-01-01,BEV002,STR019,North,54,2268.0,False,,0.0
2024-01-01,BEV002,STR020,West,61,2562.0,False,,0.0
2024-01-01,BEV002,STR021,West,112,4704.0,False,,0.0
2024-01-01,BEV002,STR022,South,160,6720.0,False,,0.0
2024-01-01,BEV002,STR023,South,130,5460.0,False,,0.0
2024-01-01,BEV002,STR024,East,78,3276.0,False,,0.0
2024-01-01,BEV002,STR025,East,84,3528.0,False,,0.0
2024-01-01,BEV003,STR001,North,50,1250.0,False,,0.0
2024-01-01,BEV003,STR002,North,95,2375.0,False,,0.0
2024-01-01,BEV003,STR003,West,72,1800.0,False,,0.0
2024-01-01,BEV003,STR004,East,130,3250.0,False,,0.0
2024-01-01,BEV003,STR005,East,177,3230.25,True,Display Feature,0.27
2024-01-01,BEV003,STR006,East,111,2775.0,False,,0.0
2024-01-01,BEV003,STR007,East,61,1525.0,False,,0.0
2024-01-01,BEV003,STR008,West,91,2275.0,False,,0.0
2024-01-01,BEV003,STR009,South,51,1275.0,False,,0.0
2024-01-01,BEV003,STR010,South,87,2175.0,False,,0.0
2024-01-01,BEV003,STR011,East,88,2200.0,False,,0.0
2024-01-01,BEV003,STR012,West,221,4751.5,True,Price Cut,0.14
2024-01-01,BEV003,STR013,South,144,3600.0,False,,0.0
2024-01-01,BEV003,STR014,West,73,1825.0,False,,0.0
2024-01-01,BEV003,STR015,West,79,1975.0,False,,0.0
2024-01-01,BEV003,STR016,South,49,1225.0,False,,0.0
2024-01-01,BEV003,STR017,South,187,3412.75,True,Bundle,0.27
2024-01-01,BEV003,STR018,North,90,2250.0,False,,0.0
2024-01-01,BEV003,STR019,North,211,4061.75,True,Price Cut,0.23
2024-01-01,BEV003,STR020,West,86,1913.5,True,Price Cut,0.11
2024-01-01,BEV003,STR021,West,49,1225.0,False,,0.0
2024-01-01,BEV003,STR022,South,151,3775.0,False,,0.0
2024-01-01,BEV003,STR023,South,63,1575.0,False,,0.0
2024-01-01,BEV003,STR024,East,75,1875.0,False,,0.0
2024-01-01,BEV003,STR025,East,54,1350.0,False,,0.0
2024-01-01,BEV004,STR001,North,82,4920.0,False,,0.0
2024-01-01,BEV004,STR002,North,122,5416.8,True,Display Feature,0.26
2024-01-01,BEV004,STR003,West,60,3600.0,False,,0.0
2024-01-01,BEV004,STR004,East,69,4140.0,False,,0.0
2024-01-01,BEV004,STR005,East,57,3420.0,False,,0.0
2024-01-01,BEV004,STR006,East,127,5791.2,True,Bundle,0.24
2024-01-01,BEV004,STR007,East,43,2580.0,False,,0.0
2024-01-01,BEV004,STR008,West,75,4500.0,False,,0.0
2024-01-01,BEV004,STR009,South,69,4140.0,False,,0.0
2024-01-01,BEV004,STR010,South,60,3600.0,False,,0.0
2024-01-01,BEV004,STR011,East,123,7380.0,False,,0.0
2024-01-01,BEV004,STR012,West,66,3960.0,False,,0.0
2024-01-01,BEV004,STR013,South,80,4224.0,True,Bundle,0.12
2024-01-01,BEV004,STR014,West,64,3840.0,False,,0.0
2024-01-01,BEV004,STR015,West,77,4620.0,False,,0.0
2024-01-01,BEV004,STR016,South,116,6960.0,False,,0.0
2024-01-01,BEV004,STR017,South,112,5712.0,True,Display Feature,0.15
2024-01-01,BEV004,STR018,North,47,2820.0,False,,0.0
2024-01-01,BEV004,STR019,North,139,8340.0,False,,0.0
2024-01-01,BEV004,STR020,West,202,9574.8,True,BOGO,0.21
2024-01-01,BEV004,STR021,West,158,9480.0,False,,0.0
2024-01-01,BEV004,STR022,South,142,8520.0,False,,0.0
2024-01-01,BEV004,STR023,South,131,5580.6,True,Display Feature,0.29
2024-01-01,BEV004,STR024,East,66,3960.0,False,,0.0
2024-01-01,BEV004,STR025,East,242,13213.2,True,BOGO,0.09
2024-01-01,BEV005,STR001,North,114,6270.0,False,,0.0
2024-01-01,BEV005,STR002,North,258,12629.1,True,Bundle,0.11
2024-01-01,BEV005,STR003,West,156,6349.2,True,Price Cut,0.26
2024-01-01,BEV005,STR004,East,127,6985.0,False,,0.0
2024-01-01,BEV005,STR005,East,55,3025.0,False,,0.0
2024-01-01,BEV005,STR006,East,81,4455.0,False,,0.0
2024-01-01,BEV005,STR007,East,63,3465.0,False,,0.0
2024-01-01,BEV005,STR008,West,69,3795.0,False,,0.0
2024-01-01,BEV005,STR009,South,144,6019.2,True,BOGO,0.24
2024-01-01,BEV005,STR010,South,132,7260.0,False,,0.0
2024-01-01,BEV005,STR011,East,131,7205.0,False,,0.0
2024-01-01,BEV005,STR012,West,176,8808.8,True,Bundle,0.09
2024-01-01,BEV005,STR013,South,50,2750.0,False,,0.0
2024-01-01,BEV005,STR014,West,52,2860.0,False,,0.0
2024-01-01,BEV005,STR015,West,91,5005.0,False,,0.0
2024-01-01,BEV005,STR016,South,58,3190.0,False,,0.0
2024-01-01,BEV005,STR017,South,162,8910.0,False,,0.0
2024-01-01,BEV005,STR018,North,71,3905.0,False,,0.0
2024-01-01,BEV005,STR019,North,116,6380.0,False,,0.0
2024-01-01,BEV005,STR020,West,121,5723.3,True,Price Cut,0.14
2024-01-01,BEV005,STR021,West,66,3630.0,False,,0.0
2024-01-01,BEV005,STR022,South,121,6655.0,False,,0.0
2024-01-01,BEV005,STR023,South,105,5775.0,False,,0.0
2024-01-01,BEV005,STR024,East,124,6820.0,False,,0.0
2024-01-01,BEV005,STR025,East,70,3041.5,True,Bundle,0.21
2024-01-01,BEV006,STR001,North,81,7695.0,False,,0.0
2024-01-01,BEV006,STR002,North,150,14250.0,False,,0.0
2024-01-01,BEV006,STR003,West,71,6745.0,False,,0.0
2024-01-01,BEV006,STR004,East,229,16533.8,True,Bundle,0.24
2024-01-01,BEV006,STR005,East,129,12255.0,False,,0.0
2024-01-01,BEV006,STR006,East,52,4940.0,False,,0.0
2024-01-01,BEV006,STR007,East,103,8512.95,True,Bundle,0.13
2024-01-01,BEV006,STR008,West,88,8360.0,False,,0.0
2024-01-01,BEV006,STR009,South,62,5890.0,False,,0.0
2024-01-01,BEV006,STR010,South,91,8645.0,False,,0.0
2024-01-01,BEV006,STR011,East,216,17031.6,True,Bundle,0.17
2024-01-01,BEV006,STR012,West,104,9880.0,False,,0.0
2024-01-01,BEV006,STR013,South,73,6935.0,False,,0.0
2024-01-01,BEV006,STR014,West,149,14155.0,False,,0.0
2024-01-01,BEV006,STR015,West,117,11115.0,False,,0.0
2024-01-01,BEV006,STR016,South,100,9500.0,False,,0.0
2024-01-01,BEV006,STR017,South,90,8550.0,False,,0.0
2024-01-01,BEV006,STR018,North,50,4750.0,False,,0.0
2024-01-01,BEV006,STR019,North,59,5605.0,False,,0.0
2024-01-01,BEV006,STR020,West,111,9490.5,True,Display Feature,0.1
2024-01-01,BEV006,STR021,West,159,15105.0,False,,0.0
2024-01-01,BEV006,STR022,South,153,10319.85,True,Display Feature,0.29
2024-01-01,BEV006,STR023,South,84,7980.0,False,,0.0
2024-01-01,BEV006,STR024,East,113,10735.0,False,,0.0
2024-01-01,BEV006,STR025,East,117,11115.0,False,,0.0
2024-01-01,BEV007,STR001,North,61,4880.0,False,,0.0
2024-01-01,BEV007,STR002,North,78,6240.0,False,,0.0
2024-01-01,BEV007,STR003,West,78,6240.0,False,,0.0
2024-01-01,BEV007,STR004,East,45,3600.0,False,,0.0
2024-01-01,BEV007,STR005,East,207,14407.2,True,Display Feature,0.13
2024-01-01,BEV007,STR006,East,82,6560.0,False,,0.0
2024-01-01,BEV007,STR007,East,128,10240.0,False,,0.0
2024-01-01,BEV007,STR008,West,158,12640.0,False,,0.0
2024-01-01,BEV007,STR009,South,128,10240.0,False,,0.0
2024-01-01,BEV007,STR010,South,60,4800.0,False,,0.0
2024-01-01,BEV007,STR011,East,61,4880.0,False,,0.0
2024-01-01,BEV007,STR012,West,86,6880.0,False,,0.0
2024-01-01,BEV007,STR013,South,112,8960.0,False,,0.0
2024-01-01,BEV007,STR014,West,51,4080.0,False,,0.0
2024-01-01,BEV007,STR015,West,124,9920.0,False,,0.0
2024-01-01,BEV007,STR016,South,87,5707.2,True,Display Feature,0.18
2024-01-01,BEV007,STR017,South,100,8000.0,False,,0.0
2024-01-01,BEV007,STR018,North,46,3680.0,False,,0.0
2024-01-01,BEV007,STR019,North,65,5200.0,False,,0.0
2024-01-01,BEV007,STR020,West,115,7728.0,True,Price Cut,0.16
2024-01-01,BEV007,STR021,West,163,13040.0,False,,0.0
2024-01-01,BEV007,STR022,South,313,21534.4,True,Bundle,0.14
2024-01-01,BEV007,STR023,South,153,12240.0,False,,0.0
2024-01-01,BEV007,STR024,East,57,4560.0,False,,0.0
2024-01-01,BEV007,STR025,East,122,9760.0,False,,0.0
2024-01-01,BEV008,STR001,North,145,10722.75,True,Price Cut,0.13
2024-01-01,BEV008,STR002,North,150,12750.0,False,,0.0
2024-01-01,BEV008,STR003,West,300,23715.0,True,Bundle,0.07
2024-01-01,BEV008,STR004,East,56,4760.0,False,,0.0
2024-01-01,BEV008,STR005,East,108,9180.0,False,,0.0
2024-01-01,BEV008,STR006,East,112,7140.0,True,Bundle,0.25
2024-01-01,BEV008,STR007,East,274,19796.5,True,Price Cut,0.15
2024-01-01,BEV008,STR008,West,93,7905.0,False,,0.0
2024-01-01,BEV008,STR009,South,68,5780.0,False,,0.0
2024-01-01,BEV008,STR010,South,169,13503.1,True,Price Cut,0.06
2024-01-01,BEV008,STR011,East,114,9690.0,False,,0.0
2024-01-01,BEV008,STR012,West,89,7565.0,False,,0.0
2024-01-01,BEV008,STR013,South,49,4165.0,False,,0.0
2024-01-01,BEV008,STR014,West,110,9350.0,False,,0.0
2024-01-01,BEV008,STR015,West,179,12476.3,True,Price Cut,0.18
2024-01-01,BEV008,STR016,South,124,10540.0,False,,0.0
2024-01-01,BEV008,STR017,South,109,9265.0,False,,0.0
2024-01-01,BEV008,STR018,North,126,10710.0,False,,0.0
2024-01-01,BEV008,STR019,North,144,9057.6,True,Bundle,0.26
2024-01-01,BEV008,STR020,West,83,7055.0,False,,0.0
2024-01-01,BEV008,STR021,West,125,10625.0,False,,0.0
2024-01-01,BEV008,STR022,South,313,21550.05,True,Price Cut,0.19
2024-01-01,BEV008,STR023,South,139,11815.0,False,,0.0
2024-01-01,BEV008,STR024,East,37,3145.0,False,,0.0
2024-01-01,BEV008,STR025,East,127,10795.0,False,,0.0
2024-01-01,BEV009,STR001,North,241,18219.6,True,Price Cut,0.16
2024-01-01,BEV009,STR002,North,80,7200.0,False,,0.0
2024-01-01,BEV009,STR003,West,141,12690.0,False,,0.0
2024-01-01,BEV009,STR004,East,69,6210.0,False,,0.0
2024-01-01,BEV009,STR005,East,96,6134.4,True,Display Feature,0.29
2024-01-01,BEV009,STR006,East,169,14145.3,True,Bundle,0.07
2024-01-01,BEV009,STR007,East,105,9450.0,False,,0.0
2024-01-01,BEV009,STR008,West,92,8280.0,False,,0.0
2024-01-01,BEV009,STR009,South,161,10287.9,True,Bundle,0.29
2024-01-01,BEV009,STR010,South,121,10890.0,False,,0.0
2024-01-01,BEV009,STR011,East,109,9810.0,False,,0.0
2024-01-01,BEV009,STR012,West,297,21918.6,True,BOGO,0.18
2024-01-01,BEV009,STR013,South,70,6300.0,False,,0.0
2024-01-01,BEV009,STR014,West,163,14670.0,False,,0.0
2024-01-01,BEV009,STR015,West,72,6480.0,False,,0.0
2024-01-01,BEV009,STR016,South,116,9082.8,True,Price Cut,0.13
2024-01-01,BEV009,STR017,South,68,6120.0,False,,0.0
2024-01-01,BEV009,STR018,North,128,9331.2,True,Display Feature,0.19
2024-01-01,BEV009,STR019,North,125,11250.0,False,,0.0
2024-01-01,BEV009,STR020,West,94,8460.0,False,,0.0
2024-01-01,BEV009,STR021,West,135,12150.0,False,,0.0
2024-01-01,BEV009,STR022,South,236,16142.4,True,Display Feature,0.24
2024-01-01,BEV009,STR023,South,100,9000.0,False,,0.0
2024-01-01,BEV009,STR024,East,118,9982.8,True,Price Cut,0.06
2024-01-01,BEV009,STR025,East,75,6750.0,False,,0.0
2024-01-01,BEV010,STR001,North,87,3915.0,False,,0.0
2024-01-01,BEV010,STR002,North,186,6863.4,True,Bundle,0.18
2024-01-01,BEV010,STR003,West,115,5175.0,False,,0.0
2024-01-01,BEV010,STR004,East,126,5670.0,False,,0.0
2024-01-01,BEV010,STR005,East,115,5175.0,False,,0.0
2024-01-01,BEV010,STR006,East,64,2880.0,False,,0.0
2024-01-01,BEV010,STR007,East,135,6075.0,False,,0.0
2024-01-01,BEV010,STR008,West,52,2340.0,False,,0.0
2024-01-01,BEV010,STR009,South,287,9686.25,True,Price Cut,0.25
2024-01-01,BEV010,STR010,South,168,7560.0,False,,0.0
2024-01-01,BEV010,STR011,East,79,3555.0,False,,0.0
2024-01-01,BEV010,STR012,West,241,8242.2,True,Bundle,0.24
2024-01-01,BEV010,STR013,South,94,4230.0,False,,0.0
2024-01-01,BEV010,STR014,West,236,8814.6,True,Display Feature,0.17
2024-01-01,BEV010,STR015,West,234,8318.7,True,Bundle,0.21
2024-01-01,BEV010,STR016,South,166,7470.0,False,,0.0
2024-01-01,BEV010,STR017,South,90,4050.0,False,,0.0
2024-01-01,BEV010,STR018,North,108,4860.0,False,,0.0
2024-01-01,BEV010,STR019,North,44,1980.0,False,,0.0
2024-01-01,BEV010,STR020,West,52,2340.0,False,,0.0
2024-01-01,BEV010,STR021,West,159,7155.0,False,,0.0
2024-01-01,BEV010,STR022,South,63,2835.0,False,,0.0
2024-01-01,BEV010,STR023,South,114,5130.0,False,,0.0
2024-01-01,BEV010,STR024,East,189,6378.75,True,Display Feature,0.25
2024-01-01,BEV010,STR025,East,53,2385.0,False,,0.0
2024-01-01,BEV011,STR001,North,177,6610.95,True,Bundle,0.17
2024-01-01,BEV011,STR002,North,90,4050.0,False,,0.0
2024-01-01,BEV011,STR003,West,48,2160.0,False,,0.0
2024-01-01,BEV011,STR004,East,196,6967.8,True,Display Feature,0.21
2024-01-01,BEV011,STR005,East,88,3960.0,False,,0.0
2024-01-01,BEV011,STR006,East,89,4005.0,False,,0.0
2024-01-01,BEV011,STR007,East,80,3600.0,False,,0.0
2024-01-01,BEV011,STR008,West,95,4275.0,False,,0.0
2024-01-01,BEV011,STR009,South,147,6615.0,False,,0.0
2024-01-01,BEV011,STR010,South,159,7155.0,False,,0.0
2024-01-01,BEV011,STR011,East,134,6030.0,False,,0.0
2024-01-01,BEV011,STR012,West,115,5175.0,False,,0.0
2024-01-01,BEV011,STR013,South,198,7395.3,True,BOGO,0.17
2024-01-01,BEV011,STR014,West,221,8652.15,True,Display Feature,0.13
2024-01-01,BEV011,STR015,West,56,2520.0,False,,0.0
2024-01-01,BEV011,STR016,South,321,12567.15,True,Display Feature,0.13
2024-01-01,BEV011,STR017,South,98,4410.0,False,,0.0
2024-01-01,BEV011,STR018,North,137,4870.35,True,Bundle,0.21
2024-01-01,BEV011,STR019,North,44,1980.0,False,,0.0
2024-01-01,BEV011,STR020,West,155,6975.0,False,,0.0
2024-01-01,BEV011,STR021,West,253,8197.2,True,Display Feature,0.28
2024-01-01,BEV011,STR022,South,180,8100.0,False,,0.0
2024-01-01,BEV011,STR023,South,63,2835.0,False,,0.0
2024-01-01,BEV011,STR024,East,115,5175.0,False,,0.0
2024-01-01,BEV011,STR025,East,114,5130.0,False,,0.0
2024-01-01,BEV012,STR001,North,131,5240.0,False,,0.0
2024-01-01,BEV012,STR002,North,144,5760.0,False,,0.0
2024-01-01,BEV012,STR003,West,140,5600.0,False,,0.0
2024-01-01,BEV012,STR004,East,217,6336.4,True,Display Feature,0.27
2024-01-01,BEV012,STR005,East,92,3680.0,False,,0.0
2024-01-01,BEV012,STR006,East,223,6600.8,True,Bundle,0.26
2024-01-01,BEV012,STR007,East,65,2600.0,False,,0.0
2024-01-01,BEV012,STR008,West,149,5960.0,False,,0.0
2024-01-01,BEV012,STR009,South,61,2440.0,False,,0.0
2024-01-01,BEV012,STR010,South,175,7000.0,False,,0.0
2024-01-01,BEV012,STR011,East,99,3960.0,False,,0.0
2024-01-01,BEV012,STR012,West,128,5120.0,False,,0.0
2024-01-01,BEV012,STR013,South,87,3480.0,False,,0.0
2024-01-01,BEV012,STR014,West,137,4767.6,True,BOGO,0.13
2024-01-01,BEV012,STR015,West,216,6134.4,True,BOGO,0.29
2024-01-01,BEV012,STR016,South,142,5680.0,False,,0.0
2024-01-01,BEV012,STR017,South,91,3640.0,False,,0.0
2024-01-01,BEV012,STR018,North,143,5720.0,False,,0.0
2024-01-01,BEV012,STR019,North,42,1680.0,False,,0.0
2024-01-01,BEV012,STR020,West,99,3960.0,False,,0.0
2024-01-01,BEV012,STR021,West,70,2800.0,False,,0.0
2024-01-01,BEV012,STR022,South,81,3240.0,False,,0.0
2024-01-01,BEV012,STR023,South,70,2800.0,False,,0.0
2024-01-01,BEV012,STR024,East,123,4920.0,False,,0.0
2024-01-01,BEV012,STR025,East,281,8205.2,True,Price Cut,0.27
2024-01-01,BEV013,STR001,North,119,5950.0,False,,0.0
2024-01-01,BEV013,STR002,North,53,2650.0,False,,0.0
2024-01-01,BEV013,STR003,West,118,5900.0,False,,0.0
2024-01-01,BEV013,STR004,East,68,3400.0,False,,0.0
2024-01-01,BEV013,STR005,East,109,5450.0,False,,0.0
2024-01-01,BEV013,STR006,East,47,2350.0,False,,0.0
2024-01-01,BEV013,STR007,East,63,2961.0,True,Display Feature,0.06
2024-01-01,BEV013,STR008,West,57,2850.0,False,,0.0
2024-01-01,BEV013,STR009,South,146,7300.0,False,,0.0
2024-01-01,BEV013,STR010,South,58,2900.0,False,,0.0
2024-01-01,BEV013,STR011,East,116,5800.0,False,,0.0
2024-01-01,BEV013,STR012,West,231,10626.0,True,Display Feature,0.08
2024-01-01,BEV013,STR013,South,123,6150.0,False,,0.0
2024-01-01,BEV013,STR014,West,68,3400.0,False,,0.0
2024-01-01,BEV013,STR015,West,45,2250.0,False,,0.0
2024-01-01,BEV013,STR016,South,123,4551.0,True,BOGO,0.26
2024-01-01,BEV013,STR017,South,56,2800.0,False,,0.0
2024-01-01,BEV013,STR018,North,138,6900.0,False,,0.0
2024-01-01,BEV013,STR019,North,107,5350.0,False,,0.0
2024-01-01,BEV013,STR020,West,119,5950.0,False,,0.0
2024-01-01,BEV013,STR021,West,156,7800.0,False,,0.0
2024-01-01,BEV013,STR022,South,171,8550.0,False,,0.0
2024-01-01,BEV013,STR023,South,164,8200.0,False,,0.0
2024-01-01,BEV013,STR024,East,54,2700.0,False,,0.0
2024-01-01,BEV013,STR025,East,100,5000.0,False,,0.0
2024-01-01,BEV014,STR001,North,136,8840.0,False,,0.0
2024-01-01,BEV014,STR002,North,142,9230.0,False,,0.0
2024-01-01,BEV014,STR003,West,145,9425.0,False,,0.0
2024-01-01,BEV014,STR004,East,94,6110.0,False,,0.0
2024-01-01,BEV014,STR005,East,102,6630.0,False,,0.0
2024-01-01,BEV014,STR006,East,80,5200.0,False,,0.0
2024-01-01,BEV014,STR007,East,81,5265.0,False,,0.0
2024-01-01,BEV014,STR008,West,152,9880.0,False,,0.0
2024-01-01,BEV014,STR009,South,151,9815.0,False,,0.0
2024-01-01,BEV014,STR010,South,126,8190.0,False,,0.0
2024-01-01,BEV014,STR011,East,211,9874.8,True,Bundle,0.28
2024-01-01,BEV014,STR012,West,44,2860.0,False,,0.0
2024-01-01,BEV014,STR013,South,200,10400.0,True,BOGO,0.2
2024-01-01,BEV014,STR014,West,81,5265.0,False,,0.0
2024-01-01,BEV014,STR015,West,182,9582.3,True,Display Feature,0.19
2024-01-01,BEV014,STR016,South,264,12183.6,True,Price Cut,0.29
2024-01-01,BEV014,STR017,South,165,7722.0,True,Bundle,0.28
2024-01-01,BEV014,STR018,North,130,8450.0,False,,0.0
2024-01-01,BEV014,STR019,North,46,2990.0,False,,0.0
2024-01-01,BEV014,STR020,West,134,8710.0,False,,0.0
2024-01-01,BEV014,STR021,West,105,6825.0,False,,0.0
2024-01-01,BEV014,STR022,South,80,5200.0,False,,0.0
2024-01-01,BEV014,STR023,South,133,7607.6,True,BOGO,0.12
2024-01-01,BEV014,STR024,East,62,4030.0,False,,0.0
2024-01-01,BEV014,STR025,East,59,2722.85,True,Display Feature,0.29
2024-01-01,BEV015,STR001,North,149,11175.0,False,,0.0
2024-01-01,BEV015,STR002,North,144,8100.0,True,BOGO,0.25
2024-01-01,BEV015,STR003,West,162,12150.0,False,,0.0
2024-01-01,BEV015,STR004,East,117,8775.0,False,,0.0
2024-01-01,BEV015,STR005,East,99,7425.0,False,,0.0
2024-01-01,BEV015,STR006,East,62,4650.0,False,,0.0
2024-01-01,BEV015,STR007,East,98,7350.0,False,,0.0
2024-01-01,BEV015,STR008,West,97,7275.0,False,,0.0
2024-01-01,BEV015,STR009,South,135,10125.0,False,,0.0
2024-01-01,BEV015,STR010,South,164,12300.0,False,,0.0
2024-01-01,BEV015,STR011,East,90,6750.0,False,,0.0
2024-01-01,BEV015,STR012,West,133,9975.0,False,,0.0
2024-01-01,BEV015,STR013,South,219,13304.25,True,Display Feature,0.19
2024-01-01,BEV015,STR014,West,248,15996.0,True,BOGO,0.14
2024-01-01,BEV015,STR015,West,73,5475.0,False,,0.0
2024-01-01,BEV015,STR016,South,166,10458.0,True,BOGO,0.16
2024-01-01,BEV015,STR017,South,205,12453.75,True,BOGO,0.19
2024-01-01,BEV015,STR018,North,48,3600.0,False,,0.0
2024-01-01,BEV015,STR019,North,106,7950.0,False,,0.0
2024-01-01,BEV015,STR020,West,194,13822.5,True,Display Feature,0.05
2024-01-01,BEV015,STR021,West,248,13206.0,True,BOGO,0.29
2024-01-01,BEV015,STR022,South,155,9765.0,True,Display Feature,0.16
2024-01-01,BEV015,STR023,South,56,4200.0,False,,0.0
2024-01-01,BEV015,STR024,East,169,11280.75,True,BOGO,0.11
2024-01-01,BEV015,STR025,East,112,8400.0,False,,0.0
2024-01-08,BEV001,STR001,North,143,5720.0,False,,0.0
2024-01-08,BEV001,STR002,North,42,1680.0,False,,0.0
2024-01-08,BEV001,STR003,West,163,5933.2,True,Price Cut,0.09
2024-01-08,BEV001,STR004,East,76,3040.0,False,,0.0
2024-01-08,BEV001,STR005,East,97,3530.8,True,BOGO,0.09
2024-01-08,BEV001,STR006,East,63,2520.0,False,,0.0
2024-01-08,BEV001,STR007,East,135,5400.0,False,,0.0
2024-01-08,BEV001,STR008,West,160,4864.0,True,Price Cut,0.24
2024-01-08,BEV001,STR009,South,144,5760.0,False,,0.0
2024-01-08,BEV001,STR010,South,382,12224.0,True,BOGO,0.2
2024-01-08,BEV001,STR011,East,109,4360.0,False,,0.0
2024-01-08,BEV001,STR012,West,156,6240.0,False,,0.0
2024-01-08,BEV001,STR013,South,119,4093.6,True,Price Cut,0.14
2024-01-08,BEV001,STR014,West,101,4040.0,False,,0.0
2024-01-08,BEV001,STR015,West,90,3600.0,False,,0.0
2024-01-08,BEV001,STR016,South,78,3120.0,False,,0.0
2024-01-08,BEV001,STR017,South,116,3897.6,True,Bundle,0.16
2024-01-08,BEV001,STR018,North,217,7204.4,True,BOGO,0.17
2024-01-08,BEV001,STR019,North,209,7524.0,True,BOGO,0.1
2024-01-08,BEV001,STR020,West,93,3720.0,False,,0.0
2024-01-08,BEV001,STR021,West,84,3360.0,False,,0.0
2024-01-08,BEV001,STR022,South,97,3880.0,False,,0.0
2024-01-08,BEV001,STR023,South,63,2520.0,False,,0.0
2024-01-08,BEV001,STR024,East,195,6942.0,True,Display Feature,0.11
2024-01-08,BEV001,STR025,East,59,2360.0,False,,0.0
2024-01-08,BEV002,STR001,North,101,4242.0,False,,0.0
2024-01-08,BEV002,STR002,North,198,5904.36,True,Price Cut,0.29
2024-01-08,BEV002,STR003,West,136,5712.0,False,,0.0
2024-01-08,BEV002,STR004,East,114,4788.0,False,,0.0
2024-01-08,BEV002,STR005,East,74,3108.0,False,,0.0
2024-01-08,BEV002,STR006,East,117,4226.04,True,BOGO,0.14
2024-01-08,BEV002,STR007,East,181,5853.54,True,Bundle,0.23
2024-01-08,BEV002,STR008,West,132,4435.2,True,Bundle,0.2
2024-01-08,BEV002,STR009,South,51,2142.0,False,,0.0
2024-01-08,BEV002,STR010,South,91,3822.0,False,,0.0
2024-01-08,BEV002,STR011,East,209,7987.98,True,Price Cut,0.09
2024-01-08,BEV002,STR012,West,198,7817.04,True,Price Cut,0.06
2024-01-08,BEV002,STR013,South,208,7512.96,True,BOGO,0.14
2024-01-08,BEV002,STR014,West,55,2310.0,False,,0.0
2024-01-08,BEV002,STR015,West,47,1974.0,False,,0.0
2024-01-08,BEV002,STR016,South,110,4620.0,False,,0.0
2024-01-08,BEV002,STR017,South,51,2142.0,False,,0.0
2024-01-08,BEV002,STR018,North,89,3738.0,False,,0.0
2024-01-08,BEV002,STR019,North,105,4410.0,False,,0.0
2024-01-08,BEV002,STR020,West,64,2688.0,False,,0.0
